StoredProcedure|Path|LineNumber|Line

sp_BlitzIndex|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused.sp_BlitzIndex.sql|175590|[more_info] AS N'EXEC dbo.sp_BlitzIndex @DatabaseName=' + QUOTENAME([database_name],'''') + 

sp_BlitzIndex|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused.sp_BlitzIndex.sql|217227|N'You''re trying to run sp_BlitzIndex on a server with ' + CAST(@NumDatabases AS NVARCHAR(8)) + N' databases. ',

sp_BlitzIndex|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused.sp_BlitzIndex.sql|217593|N'Running sp_BlitzIndex on a server with 50+ databases may cause temporary insanity for the server and/or user.',

sp_BlitzIndex|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused.sp_BlitzIndex.sql|248201|SET @msg=N'sp_BlitzIndex is only supported on SQL Server 2005 and higher. The version of this instance is: ' + @SQLServerProductVersion;

sp_BlitzIndex|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused.sp_BlitzIndex.sql|1187264|'Outdated sp_BlitzIndex', 'sp_BlitzIndex is Over 6 Months Old', 'http://FirstResponderKit.org/', 

_DeleteItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused._DeleteItem.sql|1902|CREATE PROCEDURE [unused].[_DeleteItem]

_spAdminDeleteStoreData|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused._spAdminDeleteStoreData.sql|1537|CREATE PROCEDURE  [unused].[_spAdminDeleteStoreData]

_spTempMonitorFileType|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused._spTempMonitorFileType.sql|1537|CREATE PROCEDURE [unused].[_spTempMonitorFileType]

__spAdminBulkAddToPendingPriceChange|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused.__spAdminBulkAddToPendingPriceChange.sql|1900|CREATE PROCEDURE [unused].[__spAdminBulkAddToPendingPriceChange]

__spAdminClearPendingBatches|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\unused.__spAdminClearPendingBatches.sql|1892|CREATE PROCEDURE [unused].[__spAdminClearPendingBatches]

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spAdminImportItemsByDept.sql|65959|EXEC [V10].spBOItemAddNewWeb @OutStatus =@intStatus OUT, -- smallint]

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spAdminImportItemsByDept.sql|65968|EXEC [V10].spBOItemAddNewWeb @OutStatus =@intStatus OUT, -- smallint]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spAdminReBatchPendingChanges.sql|1907|CREATE PROCEDURE [V10].[spAdminReBatchPendingChanges]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spAdminReBatchPendingChanges.sql|22340|PRINT 'in [spAdminReBatchPendingChanges]'

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spAdminReBatchPendingChanges.sql|27039|EXEC dbo.spBLPendingChangeCreateBatch @intStatus OUT	 

spAdminReBatchPricebook|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spAdminReBatchPricebookNew.sql|1911|CREATE PROCEDURE [V10].[spAdminReBatchPricebookNew]

spAdminReBatchPendingChanges|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spAdminReBatchPricebookNew.sql|40417|EXEC	[V10].[spAdminReBatchPendingChanges]

spBLCOFindPURPacksinAllZone|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCOFindPURPacksinAllZone.sql|1466|CREATE PROCEDURE [V10].[spBLCOFindPURPacksinAllZone]

spBLCOFindPURPacksinAllZone|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCOFindPURPacksinAllZoneByCaseID.sql|1466|CREATE PROCEDURE [V10].[spBLCOFindPURPacksinAllZoneByCaseID]

spBLCostUpdateByCaseID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCostUpdateByCaseID.sql|3293|CREATE PROCEDURE [V10].[spBLCostUpdateByCaseID]

spBLCPBAddNewItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBAddNewItem.sql|1574|CREATE PROCEDURE [V10].[spBLCPBAddNewItem]

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBAddNewItem.sql|29719|EXEC [V10].spBOItemAddNewWeb @OutStatus =@intStatus OUT, -- smallint]

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBAddNewItem.sql|29720|EXEC [V10].spBOItemAddNewWeb @OutStatus =@intStatus OUT, -- smallint]

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBAddNewItem.sql|40631|print 'status from  spBOItemAddNewWeb'

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBAddNewItem.sql|40632|print 'status from  spBOItemAddNewWeb'

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBDeleteItemStoreWeb.sql|9926|EXEC dbo.spBLPendingChangeCreateBatch @intStatus	OUT	 

spBLCPBItemPriceChangeVerify|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBItemPriceChangeVerify.sql|1468|CREATE PROCEDURE [V10].[spBLCPBItemPriceChangeVerify] 

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPendingPromoChangesBatchAll.sql|42217|EXEC dbo.spBLPendingChangeCreateBatch @intStatus	OUT	 

spBLCPBCopyPromotions|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPendingPromoChangesBatchAll.sql|70484|PRINT '@spBLCPBCopyPromotions:' + cast(@intStatus as varchar(50))

spBLCPBCopyPromotions|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPendingPromoChangesBatchAll.sql|70850|PRINT '@spBLCPBCopyPromotions msg'+@strMessage

spBLCPBCopyPromotions|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPendingPromoChangesBatchAll.sql|78879|PRINT '@spBLCPBCopyPromotions1:' + cast(@intStatus as varchar(50))

spBLCPBCopyPromotions|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPendingPromoChangesBatchAll.sql|79245|PRINT '@spBLCPBCopyPromotions1 msg'+@strMessage

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPendingPromoChangesBatchAll.sql|102067|EXEC dbo.spBLPendingChangeCreateBatch @intStatus	OUT	 

spBLCPBAddNewItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPropogateItemChangesToSpecificStore.sql|55916|--When calling this SP from spBLCPBAddNewItem i.e in MagicScreen,we already have right dept and tax mapped already so

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPropogateItemChangesToSpecificStore.sql|101656|EXEC [V10].spBLItemUpdate @OutStatus = @intStatus OUT, -- smallint

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBPropogateItemChangeToAllStores.sql|67054|EXEC spBLPendingChangeBatchDelete @intStatus OUT,@strMessage OUT , @OutErrorID out, @intCPBStoreID, @intItemID, ','

spBLCPBSaleItemPackAdd|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBSaleItemPackAdd.sql|1944|CREATE PROC [V10].[spBLCPBSaleItemPackAdd]

spBLCPBAddNewItem|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLCPBSaleItemPackAdd.sql|77755|EXEC [V10].spBLCPBAddNewItem @OutStatus = @isSuccessful OUTPUT, -- int]

spBLDeleteItemsBatchAll|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLDeleteItemsBatchAll.sql|1471|CREATE PROCEDURE [V10].[spBLDeleteItemsBatchAll]

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLDeleteItemsBatchAll.sql|17550|EXEC spBLPendingChangeCreateBatch @IsSuccessful OUT

spBLGlobalVendorPurchasePack|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLGlobalVendorPurchasePack.sql|3302|CREATE PROCEDURE [V10].[spBLGlobalVendorPurchasePack]

spBLImportPurchaseCaseStaggingToDetails|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLGlobalVendorPurchasePack.sql|34652|EXEC  [V10].[spBLImportPurchaseCaseStaggingToDetails]   @OutStatus = @intStatus OUTPUT

spBLGlobalVendorPurchasePack|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLGlobalVendorPurchasePackImportDelete.sql|3300|CREATE PROCEDURE [V10].[spBLGlobalVendorPurchasePackImportDelete]

spBLGlobalVendorPurchasePackImportDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLGlobalVendorPurchasePackImportDelete.sql|3301|CREATE PROCEDURE [V10].[spBLGlobalVendorPurchasePackImportDelete]

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLItemUpdate.sql|4064|CREATE PROCEDURE [V10].[spBLItemUpdate]

spBLUpdateCostBySalesItemID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLItemUpdate.sql|118736|EXEC [v10].[spBLUpdateCostBySalesItemID] @OutStatus =  @isSuccessful OUTPUT

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLItemUpdateAndBatchWeb.sql|2244|CREATE PROCEDURE [V10].[spBLItemUpdateAndBatchWeb]

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLItemUpdateAndBatchWeb.sql|14281|EXECUTE [V10].[spBLItemUpdate] 

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLItemUpdateAndBatchWeb.sql|29166|EXECUTE [dbo].[spBLPendingChangeCreateBatch] 

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLItemUpdateQuickSend.sql|4070|CREATE PROCEDURE [V10].[spBLItemUpdateQuickSend]

spBLPendingChangeBatchDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPendingChangeBatchDelete.sql|4025|CREATE PROCEDURE [V10].[spBLPendingChangeBatchDelete]

spBLPendingChangeBatchLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPendingChangeBatchLogHistory.sql|4175|CREATE PROCEDURE [V10].[spBLPendingChangeBatchLogHistory] 

spBLPendingChangeGetByBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPendingChangeGetByBatch.sql|2298|CREATE PROCEDURE [V10].[spBLPendingChangeGetByBatch] 

spBLPendingChangesCloseLoop|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPendingChangesCloseLoop.sql|2352|CREATE PROCEDURE [V10].[spBLPendingChangesCloseLoop]

spBLPendingChangesCloseLoop|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPendingChangeUpdateBatchStatus.sql|22456|EXEC [V10].spBLPendingChangesCloseLoop @OutStatus	= @isSuccessful OUTPUT

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPricebookUploadAddItemToPricebook.sql|36649|EXEC [V10].spBOItemAddNewWeb 

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPricebookUploadAddItemToPricebook.sql|36650|EXEC [V10].spBOItemAddNewWeb 

spBLProfitWithdrawerUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLProfitWithdrawerUpdate.sql|1622|CREATE PROC [V10].[spBLProfitWithdrawerUpdate]

spBLPromoItemListFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPromoItemListFindNew.sql|3427|CREATE PROCEDURE [V10].[spBLPromoItemListFindNew] 

spBLPromoPendingChangeBatchAll|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPromoPendingChangeBatchAll.sql|1995|CREATE PROCEDURE [V10].[spBLPromoPendingChangeBatchAll]

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPromoPendingChangeBatchAll.sql|19030|EXEC spBLPendingChangeCreateBatch @IsSuccessful OUT

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPropogateCostChangedToLinkedItems.sql|79554|EXEC spBLItemUpdateCost  @OutStatus  = @intStatus OUTPUT

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLPropogateCostChangedToLinkedItems.sql|149685|EXEC spBLItemUpdateCost  @OutStatus  = @intStatus OUTPUT

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLRetailLogUpdate.sql|44850|EXEC [V10].[spBLItemUpdate]  @OutStatus		= @intStatus OUTPUT

spBLSaleItemPackInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLSaleItemPackInsert.sql|2017|CREATE PROC [V10].[spBLSaleItemPackInsert]

spBLSaleItemPackInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLSaleItemPackInsertAndBatch.sql|2390|CREATE PROCEDURE [V10].[spBLSaleItemPackInsertAndBatch]

spBLSaleItemPackInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLSaleItemPackInsertAndBatch.sql|12611|EXEC [v10].spBLSaleItemPackInsert 

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLSaleItemPackInsertAndBatch.sql|24179|EXECUTE [dbo].[spBLPendingChangeCreateBatch] 

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLSaleItemPacksUpdate.sql|16121|EXEC [V10].[spBLItemUpdate]

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLSaleItemPacksUpdateAndBatch.sql|20765|EXECUTE [dbo].[spBLPendingChangeCreateBatch] 

spBLScheduleCreateCase|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLScheduleCreateCase.sql|1464|CREATE PROCEDURE [V10].[spBLScheduleCreateCase]

spBLUpdateCostBySalesItemID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLUpdateCostBySalesItemID.sql|4056|CREATE PROCEDURE [V10].[spBLUpdateCostBySalesItemID]

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBLUpdateCostBySalesItemID.sql|78543|EXEC spBLItemUpdateCost @OutStatus		= @intStatus OUTPUT

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewAndBatchWeb.sql|2383|CREATE PROCEDURE [V10].[spBOItemAddNewAndBatchWeb]

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewAndBatchWeb.sql|16475|EXECUTE [V10].[spBOItemAddNewWeb] 

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewAndBatchWeb.sql|16476|EXECUTE [V10].[spBOItemAddNewWeb] 

spBLPendingChangeCreateBatch|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewAndBatchWeb.sql|33323|EXECUTE [dbo].[spBLPendingChangeCreateBatch] 

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewWeb.sql|1663|CREATE PROCEDURE [V10].[spBOItemAddNewWeb]

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewWeb.sql|1664|CREATE PROCEDURE [V10].[spBOItemAddNewWeb]

spBOItemAddNew|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewWeb.sql|16173|print '--[spBOItemAddNewWeb]--'

spBOItemAddNewWeb|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewWeb.sql|16174|print '--[spBOItemAddNewWeb]--'

spBLItemUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spBOItemAddNewWeb.sql|29893|EXEC [V10].[spBLItemUpdate] @OutStatus = @isSuccessful OUTPUT

spDALCOAddUpdateCaseFromScheduler|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALCOAddUpdateCaseFromScheduler.sql|1476|CREATE PROCEDURE [V10].[spDALCOAddUpdateCaseFromScheduler]

spDALCOScheduleBatchAdd|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALCOAddUpdateCaseFromScheduler.sql|20420|EXECUTE [V10].[spDALCOScheduleBatchAdd] 

spDALCOGetScheduledPurchaseCaseByBatchID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALCOGetScheduledPurchaseCaseByBatchID.sql|1485|CREATE PROCEDURE [V10].[spDALCOGetScheduledPurchaseCaseByBatchID]

spDALCOGetScheduledPurchaseCaseByScheduleDate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALCOGetScheduledPurchaseCaseByScheduleDate.sql|1486|CREATE PROCEDURE [V10].[spDALCOGetScheduledPurchaseCaseByScheduleDate]

spDALCOGetScheduledPurchaseCaseByScheduleID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALCOGetScheduledPurchaseCaseByScheduleID.sql|1487|CREATE PROCEDURE [V10].[spDALCOGetScheduledPurchaseCaseByScheduleID]

spDALCPBCostChangesUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALCPBCostChangesUpdate.sql|1479|CREATE proc [V10].[spDALCPBCostChangesUpdate]

spDALDataprogramCorpGroupFind|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDataprogramCorpGroupFind.sql|1490|CREATE  PROC [V10].[spDALDataprogramCorpGroupFind]

spDALDataprogramCorpGroupInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDataprogramCorpGroupInsert.sql|1480|CREATE PROC [V10].[spDALDataprogramCorpGroupInsert]

spDALDataprogramCorpGroupUpdate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDataprogramCorpGroupUpdate.sql|1489|CREATE PROC [V10].[spDALDataprogramCorpGroupUpdate]

spDALDBDailyEntryCCBatchExists|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyEntryCCBatchExists.sql|1493|CREATE PROCEDURE [V10].[spDALDBDailyEntryCCBatchExists]

spDALDBDailyGetDashBoardDataFromSQL|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyGetDashBoardDataFromSQL.sql|1494|CREATE PROCEDURE [V10].[spDALDBDailyGetDashBoardDataFromSQL]

spDALDBDailyHouseAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyHouseAccountLogLoanPaid.sql|3472|CREATE PROCEDURE [V10].[spDALDBDailyHouseAccountLogLoanPaid]

spDALDBDailyHouseAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyHouseAccountLogLoanPaidTotal.sql|3478|CREATE PROCEDURE [V10].[spDALDBDailyHouseAccountLogLoanPaidTotal]

spDALDBDailyHouseAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyHouseAccountLogLoanReceived.sql|1697|CREATE PROCEDURE [V10].[spDALDBDailyHouseAccountLogLoanReceived]

spDALDBDailyHouseAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyHouseAccountLogLoanReceivedTotal.sql|1711|CREATE PROCEDURE [V10].[spDALDBDailyHouseAccountLogLoanReceivedTotal]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyPayInOutAccountLogCashPurchase.sql|3524|CREATE PROCEDURE [V10].[spDALDBDailyPayInOutAccountLogCashPurchase]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyPayInOutAccountLogCashPurchaseTotal.sql|3527|CREATE PROCEDURE [V10].[spDALDBDailyPayInOutAccountLogCashPurchaseTotal]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyPayInOutAccountLogCustCollection.sql|3509|CREATE PROCEDURE [V10].[spDALDBDailyPayInOutAccountLogCustCollection]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyPayInOutAccountLogCustCollectionTotal.sql|3489|CREATE PROCEDURE [V10].[spDALDBDailyPayInOutAccountLogCustCollectionTotal]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyPayInOutAccountLogCustCredit.sql|3515|CREATE PROCEDURE [V10].[spDALDBDailyPayInOutAccountLogCustCredit]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyPayInOutAccountLogCustCreditTotal.sql|3501|CREATE PROCEDURE [V10].[spDALDBDailyPayInOutAccountLogCustCreditTotal]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyPayInOutAccountLogPurchaseRebate.sql|3516|CREATE PROCEDURE [V10].[spDALDBDailyPayInOutAccountLogPurchaseRebate]

spDALDBDailyPayInOutAccountLog|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALDBDailyPayInOutAccountLogPurchaseRebateTotal.sql|3512|CREATE PROCEDURE [V10].[spDALDBDailyPayInOutAccountLogPurchaseRebateTotal]

spDALLinkedCodeDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALLinkedCodeDelete.sql|1495|CREATE PROC [V10].[spDALLinkedCodeDelete]

spDALLiveGasSalesFromSQL|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALLiveGasSalesFromSQL.sql|1496|CREATE PROCEDURE [V10].[spDALLiveGasSalesFromSQL]

spDALNACSCategory|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALNACSCategory.sql|3315|CREATE PROCEDURE [V10].[spDALNACSCategory]

spDALODGetStoreOpeningValuesFromSQL|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALODGetStoreOpeningValuesFromSQL.sql|1498|CREATE PROCEDURE [V10].[spDALODGetStoreOpeningValuesFromSQL]

spDALPOSKeyDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALPOSKeyDelete.sql|4306|CREATE PROCEDURE [V10].[spDALPOSKeyDelete]

spDALPromoPendingChangeDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALPromoPendingChangeDelete.sql|3602|CREATE PROCEDURE [V10].[spDALPromoPendingChangeDelete]

spDALPromoPendingChangeDelete|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALPromotionDelete.sql|14552|EXEC [V10].[spDALPromoPendingChangeDelete]  @OutStatus			= @isSuccessful OUTPUT

spDALPromotionList|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALPromotionListForPrintByStoreID.sql|1775|CREATE PROC [V10].[spDALPromotionListForPrintByStoreID]

spDALRetailZoneGetScheduledItemByScheduleID|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALRetailZoneGetScheduledItemByScheduleID.sql|1501|CREATE PROCEDURE [V10].[spDALRetailZoneGetScheduledItemByScheduleID]

spDALRetailZoneScheduledItemListByScheduleDate|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALRetailZoneScheduledItemListByScheduleDate.sql|1502|CREATE PROCEDURE [V10].[spDALRetailZoneScheduledItemListByScheduleDate]

spDALStoreDataprogramInsert|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALStoreDataprogramInsert.sql|1503|CREATE PROC [V10].[spDALStoreDataprogramInsert]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobal.sql|3336|CREATE PROCEDURE [V10].[spDALVendorGlobal]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobalDelete.sql|1506|CREATE PROCEDURE [V10].[spDALVendorGlobalDelete]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobalFind.sql|1485|CREATE PROC [V10].[spDALVendorGlobalFind]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobalInsert.sql|1504|CREATE PROCEDURE [V10].[spDALVendorGlobalInsert]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobalList.sql|1504|CREATE PROC [V10].[spDALVendorGlobalList]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobalPurchasePackDelete.sql|1506|CREATE PROCEDURE [V10].[spDALVendorGlobalPurchasePackDelete]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobalPurchasePackFind.sql|1495|CREATE PROC [V10].[spDALVendorGlobalPurchasePackFind]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobalPurchasePackInsert.sql|1505|CREATE PROCEDURE [V10].[spDALVendorGlobalPurchasePackInsert]

spDALVendorGlobal|C:\CSPData\Development\Rocket\DB\CSPPOS\Stored Procedures\V10.spDALVendorGlobalPurchasePackList.sql|1505|CREATE PROC [V10].[spDALVendorGlobalPurchasePackList]

